,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2231,13,31/12/2010,26.79,2.868,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.0876774,7.795,TRUE
2232,13,07/01/2011,16.94,2.891,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.1917742,7.47,FALSE
2233,13,14/01/2011,20.6,2.903,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.3009355,7.47,FALSE
2234,13,21/01/2011,34.8,2.934,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.4404839,7.47,FALSE
2235,13,28/01/2011,31.64,2.96,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.5800323,7.47,FALSE
2236,13,04/02/2011,23.35,2.974,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.7195806,7.47,FALSE
2237,13,11/02/2011,30.83,3.034,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.859129,7.47,TRUE
2238,13,18/02/2011,40.85,3.062,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,127.99525,7.47,FALSE
2239,13,25/02/2011,33.17,3.12,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.13,7.47,FALSE
2240,13,04/03/2011,34.23,3.23,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.26475,7.47,FALSE
2241,13,11/03/2011,41.28,3.346,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.3995,7.47,FALSE
2242,13,18/03/2011,44.69,3.407,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.5121935,7.47,FALSE
2243,13,25/03/2011,42.38,3.435,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.6160645,7.47,FALSE
2244,13,01/04/2011,42.49,3.487,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.7199355,7.193,FALSE
2245,13,08/04/2011,42.75,3.547,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.8238065,7.193,FALSE
2246,13,15/04/2011,41.72,3.616,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.9107333,7.193,FALSE
2247,13,22/04/2011,47.55,3.655,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.9553,7.193,FALSE
2248,13,29/04/2011,43.85,3.683,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,128.9998667,7.193,FALSE
2249,13,06/05/2011,47.75,3.744,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0444333,7.193,FALSE
2250,13,13/05/2011,52.4,3.77,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.089,7.193,FALSE
2251,13,20/05/2011,52.12,3.802,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0756774,7.193,FALSE
2252,13,27/05/2011,54.62,3.778,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0623548,7.193,FALSE
2253,13,03/06/2011,52.76,3.752,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0490323,7.193,FALSE
2254,13,10/06/2011,61.39,3.732,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0357097,7.193,FALSE
2255,13,17/06/2011,63.35,3.704,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0432,7.193,FALSE
2256,13,24/06/2011,66.38,3.668,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0663,7.193,FALSE
2257,13,01/07/2011,74.29,3.613,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.0894,6.877,FALSE
2258,13,08/07/2011,77.3,3.563,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.1125,6.877,FALSE
2259,13,15/07/2011,75.59,3.553,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.1338387,6.877,FALSE
2260,13,22/07/2011,78.5,3.563,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.1507742,6.877,FALSE
2261,13,29/07/2011,77.62,3.574,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.1677097,6.877,FALSE
2262,13,05/08/2011,75.56,3.595,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.1846452,6.877,FALSE
2263,13,12/08/2011,75.95,3.606,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.2015806,6.877,FALSE
2264,13,19/08/2011,76.68,3.578,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.2405806,6.877,FALSE
2265,13,26/08/2011,81.53,3.57,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.2832581,6.877,FALSE
2266,13,02/09/2011,77,3.58,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.3259355,6.877,FALSE
2267,13,09/09/2011,70.19,3.619,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.3686129,6.877,TRUE
2268,13,16/09/2011,67.54,3.641,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.4306,6.877,FALSE
2269,13,23/09/2011,63.6,3.648,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.5183333,6.877,FALSE
2270,13,30/09/2011,68.28,3.623,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.6060667,6.877,FALSE
2271,13,07/10/2011,60.62,3.592,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.6938,6.392,FALSE
2272,13,14/10/2011,51.74,3.567,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.7706452,6.392,FALSE
2273,13,21/10/2011,54.66,3.579,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.7821613,6.392,FALSE
2274,13,28/10/2011,47.41,3.567,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.7936774,6.392,FALSE
2275,13,04/11/2011,43.51,3.538,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,129.8051935,6.392,FALSE
2276,13,11/11/2011,33.8,3.513,31400.97,30876.79,645.07,4407.38,7740.27,129.8167097,6.392,FALSE
2277,13,18/11/2011,40.65,3.489,11003.75,1090.92,89.88,1201.3,10231.67,129.8268333,6.392,FALSE
2278,13,25/11/2011,38.89,3.445,1282.42,548.1,109030.75,146.33,3557.67,129.8364,6.392,TRUE
2279,13,02/12/2011,33.94,3.389,7945.42,56,25126.9,5550.87,31844.2,129.8459667,6.392,FALSE
2280,13,09/12/2011,24.82,3.341,5924.71,56,577.59,1778.83,20371.02,129.8555333,6.392,FALSE
2281,13,16/12/2011,27.85,3.282,3272.56,556.15,959.55,424.43,5933.01,129.8980645,6.392,FALSE
2282,13,23/12/2011,24.76,3.186,686.24,193.26,2971.53,239.78,3567.03,129.9845484,6.392,FALSE
2283,13,30/12/2011,31.53,3.119,5970.81,89121.94,406.4,1772.02,3645,130.0710323,6.392,TRUE
2284,13,06/01/2012,33.8,3.08,6809.96,37106.52,179.77,1922.55,7481.58,130.1575161,6.104,FALSE
2285,13,13/01/2012,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,FALSE
2286,13,20/01/2012,32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,FALSE
2287,13,27/01/2012,34.32,3.058,3743,3744.31,108.46,253.99,3511.82,130.3144516,6.104,FALSE
2288,13,03/02/2012,31.39,3.077,53423.29,5822.12,282.08,57817.56,9654.23,130.3496774,6.104,FALSE
2289,13,10/02/2012,33.73,3.116,9264.48,8292.73,179.72,18849.21,9083.54,130.3849032,6.104,TRUE
2290,13,17/02/2012,36.57,3.119,21621.16,16497.47,25.52,13643.83,14660.97,130.4546207,6.104,FALSE
2291,13,24/02/2012,35.38,3.145,16404.54,12013.87,3.4,2584.12,5126.53,130.5502069,6.104,FALSE
2292,13,02/03/2012,32.36,3.242,25204.67,2436.75,167.88,16066.76,7289.69,130.6457931,6.104,FALSE
2293,13,09/03/2012,38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.7413793,6.104,FALSE
2294,13,16/03/2012,52.5,3.529,8901.34,637.7,3.85,6169.81,2446.53,130.8261935,6.104,FALSE
2295,13,23/03/2012,47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,FALSE
2296,13,30/03/2012,53.2,3.734,10556.61,43.54,15.84,1116.83,8179.03,130.9670968,6.104,FALSE
2297,13,06/04/2012,48.85,3.793,9249.62,3384.1765936323177,59.94,3969.24,6016.86,131.0375484,5.965,FALSE
2298,13,13/04/2012,51.7,3.833,7419.44,19610.52,54.65,3021.51,3374.9,131.108,5.965,FALSE
2299,13,20/04/2012,50.24,3.845,22464.84,8216.22,70.45,1561.38,7307.24,131.1173333,5.965,FALSE
2300,13,27/04/2012,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,FALSE
2301,13,04/05/2012,54.41,3.831,15589.85,3384.1765936323177,337.47,7557.14,5025.28,131.136,5.965,FALSE
2302,13,11/05/2012,56.47,3.809,14566.92,86,60.34,6009.18,4224.91,131.1453333,5.965,FALSE
2303,13,18/05/2012,65.17,3.808,7623.14,3384.1765936323177,86.99,2583.46,3312.67,131.0983226,5.965,FALSE
2304,13,25/05/2012,62.39,3.801,7282.07,3384.1765936323177,416.15,1048.83,7293.87,131.0287742,5.965,FALSE
2305,13,01/06/2012,61.11,3.788,8868.86,123,37.87,3793.73,6276.31,130.9592258,5.965,FALSE
2306,13,08/06/2012,68.4,3.776,12461.96,406.6,254.19,1450.62,8952.93,130.8896774,5.965,FALSE
2307,13,15/06/2012,65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,FALSE
2308,13,22/06/2012,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,FALSE
2309,13,29/06/2012,82,3.681,4768.5,446.92,1760.1001799058954,743.34,4076.02,130.7562667,5.965,FALSE
2310,13,06/07/2012,79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.7196333,5.765,FALSE
2311,13,13/07/2012,83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.683,5.765,FALSE
2312,13,20/07/2012,75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,FALSE
2313,13,27/07/2012,80.42,3.537,6699.6,96.56,5.2,8723.87,6650.26,130.7195806,5.765,FALSE
2314,13,03/08/2012,81.99,3.512,48280.91,73.92,98.64,13485.99,7765.27,130.737871,5.765,FALSE
2315,13,10/08/2012,81.69,3.509,6249.06,70.38,51.09,3258.43,7070.04,130.7561613,5.765,FALSE
2316,13,17/08/2012,79.4,3.545,5063.08,6.76,40.96,2344.61,5594.85,130.7909677,5.765,FALSE
2317,13,24/08/2012,77.37,3.582,9360.8,71.92,179.51,8290.49,6291.99,130.8381613,5.765,FALSE
2318,13,31/08/2012,79.18,3.624,21327.53,50.44,88.44,9444.6,3872.19,130.8853548,5.765,FALSE
2319,13,07/09/2012,70.65,3.689,17452.15,18.74,69.23,4472.17,5180.78,130.9325484,5.765,TRUE
2320,13,14/09/2012,68.55,3.749,13208.43,3384.1765936323177,28.06,1300.16,10484.98,130.9776667,5.765,FALSE
2321,13,21/09/2012,67.96,3.821,10671.71,141.83,46,2465.37,12372.29,131.0103333,5.765,FALSE
2322,13,28/09/2012,64.8,3.821,5197.64,63.1,2.6,3022.73,9779.77,131.043,5.765,FALSE
2323,13,05/10/2012,61.79,3.815,6607.14,3384.1765936323177,50.6,3943.91,7700.91,131.0756667,5.621,FALSE
2324,13,12/10/2012,55.1,3.797,1927.15,3384.1765936323177,9.72,518.97,11269.24,131.1083333,5.621,FALSE
2325,13,19/10/2012,52.06,3.781,2753.9,3384.1765936323177,8.84,775.96,6978.9,131.1499677,5.621,FALSE
2326,13,26/10/2012,46.97,3.755,10192.49,364.57,150,1714.15,5563.92,131.1930968,5.621,FALSE
2327,13,02/11/2012,52.55,3.702,22673.11,15133.42,65.54,8135.66,5449.98,131.2362258,5.621,FALSE
2328,13,09/11/2012,50.48,3.663,31930.04,19452.26,88.2,668.89,4941.57,131.2793548,5.621,FALSE
2329,13,16/11/2012,33.3,3.612,13357.31,4584.74,302.19,970.32,7968.28,131.3258,5.621,FALSE
2330,13,23/11/2012,46.21,3.562,2088.09,-0.05,149483.31,756.99,1176.1,131.3766667,5.621,TRUE
2331,13,30/11/2012,41.64,3.524,5858.02,3384.1765936323177,11470.92,173.18,7018.08,131.4275333,5.621,FALSE
2332,13,07/12/2012,43.67,3.456,9753.88,3384.1765936323177,1258.51,2777.92,21807.99,131.4784,5.621,FALSE
2333,13,14/12/2012,35.62,3.379,2816.36,3384.1765936323177,189,1679.56,2416,131.537,5.621,FALSE
2334,13,21/12/2012,29.9,3.263,4655.55,82.92,263.93,41.68,2105.14,131.642,5.621,FALSE
2335,13,28/12/2012,30.07,3.147,20297.6,52850.71,828.32,50.19,1947.25,131.747,5.621,TRUE
2336,13,04/01/2013,13.43,3.066,4914.57,39020.8,35.21,111.43,3050,131.852,5.372,FALSE
2337,13,11/01/2013,20,2.982,3726.82,17212.29,-23.97,116.72,2662.8,131.957,5.372,FALSE
2338,13,18/01/2013,11.44,2.914,6847.96,5267.27,5.18,933.65,3113.78,132.030871,5.372,FALSE
2339,13,25/01/2013,14.75,2.927,3250.58,2576.84,1,81.67,2360.57,132.0922903,5.372,FALSE
2340,13,01/02/2013,30.44,3.029,21473.2,1904.19,424.53,26859.39,3342.06,132.1537097,5.372,FALSE
2341,13,08/02/2013,26.11,3.192,103184.98,1058.07,406.24,65344.64,8699.21,132.215129,5.372,TRUE
2342,13,15/02/2013,27.12,3.323,17771.48,6944.08,13.3,10514.31,7599.67,132.2725714,5.372,FALSE
2343,13,22/02/2013,29.97,3.459,10360.46,8744.31,49.16,2212.69,3326.43,132.3200714,5.372,FALSE
2344,13,01/03/2013,26.97,3.521,8315.84,1260.83,11.2,659.35,3007.98,132.3675714,5.372,FALSE
2345,13,08/03/2013,37.63,3.526,29775.13,279.06,139.61,7962.19,6277.85,132.4150714,5.372,FALSE
2346,13,15/03/2013,46.72,3.518,7748.56,3384.1765936323177,25.45,2369.84,2522.64,132.4668065,5.372,FALSE
2347,13,22/03/2013,42.94,3.518,15752.69,3384.1765936323177,4330.1,3086.68,2250.2,132.529129,5.372,FALSE
2348,13,29/03/2013,41.71,3.518,8423.57,3384.1765936323177,1018.43,156.2,4640.19,132.5914516,5.372,FALSE
2349,13,05/04/2013,53.84,3.547,25061.6,16527.33,715.36,3092.08,6326.11,132.6537742,5.274,FALSE
2350,13,12/04/2013,45.29,3.576,5553.66,6576.2,130.64,1282.8,2816.65,132.7160968,5.274,FALSE
2351,13,19/04/2013,41.07,3.559,2604.11,186.71,247.64,73.92,2605.84,132.7160968,5.274,FALSE
2352,13,26/04/2013,48.17,3.541,3664.88,3384.1765936323177,297.65,374.46,2284.14,132.7160968,5.274,FALSE
2353,13,03/05/2013,54.51,3.535,15599.02,9,162.76,5754.98,3223.41,172.46080918276135,7.8268210387902695,FALSE
2354,13,10/05/2013,59.55,3.543,4974.55,349,103.99,869.1,12998.65,172.46080918276135,7.8268210387902695,FALSE
2355,13,17/05/2013,70.01,3.609,10484.85,332.82,14.26,1877,7360.88,172.46080918276135,7.8268210387902695,FALSE
2356,13,24/05/2013,57.25,3.72,4055.58,174.82,323.77,864.21,7642.23,172.46080918276135,7.8268210387902695,FALSE
2357,13,31/05/2013,60.51,3.773,5026.09,342.21,277.3,31.16,2626.13,172.46080918276135,7.8268210387902695,FALSE
2358,13,07/06/2013,67.49,3.779,15752.93,1133.16,563.67,9099.13,8754.58,172.46080918276135,7.8268210387902695,FALSE
2359,13,14/06/2013,76.41,3.771,5574.52,798.37,1763.71,5692.34,3896.16,172.46080918276135,7.8268210387902695,FALSE
2360,13,21/06/2013,70.49,3.74,5531.43,450.45,438.12,5117.36,4976.75,172.46080918276135,7.8268210387902695,FALSE
2361,13,28/06/2013,75.24,3.726,7171.47,928.22,16.1,4607.09,5301.35,172.46080918276135,7.8268210387902695,FALSE
2362,13,05/07/2013,85.58,3.696,22841.84,3226.72,433.81,14901.99,4966.09,172.46080918276135,7.8268210387902695,FALSE
2363,13,12/07/2013,78.93,3.666,7062.38,1561,117.15,2393.91,5452.83,172.46080918276135,7.8268210387902695,FALSE
2364,13,19/07/2013,80.81,3.665,2973.47,1440.63,142.45,1059.44,1315.72,172.46080918276135,7.8268210387902695,FALSE
2365,13,26/07/2013,83.62,3.669,346.31,1377.41,93.4,140.32,2147.06,172.46080918276135,7.8268210387902695,FALSE
2366,14,05/02/2010,27.31,2.784,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.8711898,8.992,FALSE
2367,14,12/02/2010,27.73,2.773,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.982317,8.992,TRUE
2368,14,19/02/2010,31.27,2.745,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.0347816,8.992,FALSE
2369,14,26/02/2010,34.89,2.754,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.0774691,8.992,FALSE
2370,14,05/03/2010,37.13,2.777,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.1201566,8.992,FALSE
2371,14,12/03/2010,45.8,2.818,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.1628441,8.992,FALSE
2372,14,19/03/2010,48.79,2.844,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.0779857,8.992,FALSE
2373,14,26/03/2010,54.36,2.854,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.9718697,8.992,FALSE
2374,14,02/04/2010,47.74,2.85,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.8657537,8.899,FALSE
2375,14,09/04/2010,65.45,2.869,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.7596377,8.899,FALSE
2376,14,16/04/2010,54.28,2.899,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.6924769,8.899,FALSE
2377,14,23/04/2010,53.47,2.902,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.6772564,8.899,FALSE
2378,14,30/04/2010,53.15,2.921,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.6620359,8.899,FALSE
2379,14,07/05/2010,70.75,2.966,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.6468154,8.899,FALSE
2380,14,14/05/2010,54.26,2.982,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.6612792,8.899,FALSE
2381,14,21/05/2010,62.62,2.958,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,181.8538486,8.899,FALSE
2382,14,28/05/2010,69.27,2.899,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.0464181,8.899,FALSE
2383,14,04/06/2010,75.93,2.847,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.2389876,8.899,FALSE
2384,14,11/06/2010,69.71,2.809,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.4315571,8.899,FALSE
2385,14,18/06/2010,72.62,2.78,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.4424199,8.899,FALSE
2386,14,25/06/2010,79.32,2.808,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.3806,8.899,FALSE
2387,14,02/07/2010,76.61,2.815,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.3187801,8.743,FALSE
2388,14,09/07/2010,82.45,2.793,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.2569603,8.743,FALSE
2389,14,16/07/2010,77.84,2.783,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.2604411,8.743,FALSE
2390,14,23/07/2010,81.46,2.771,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.3509895,8.743,FALSE
2391,14,30/07/2010,79.78,2.781,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.4415378,8.743,FALSE
2392,14,06/08/2010,77.17,2.784,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.5320862,8.743,FALSE
2393,14,13/08/2010,78.44,2.805,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6226346,8.743,FALSE
2394,14,20/08/2010,76.01,2.779,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6165205,8.743,FALSE
2395,14,27/08/2010,71.36,2.755,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6104063,8.743,FALSE
2396,14,03/09/2010,78.37,2.715,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6042922,8.743,FALSE
2397,14,10/09/2010,70.87,2.699,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.598178,8.743,TRUE
2398,14,17/09/2010,66.55,2.706,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.622509,8.743,FALSE
2399,14,24/09/2010,68.59,2.713,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6696737,8.743,FALSE
2400,14,01/10/2010,70.58,2.707,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.7168385,8.724,FALSE
2401,14,08/10/2010,56.49,2.764,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.7640032,8.724,FALSE
2402,14,15/10/2010,58.61,2.868,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.8106203,8.724,FALSE
2403,14,22/10/2010,53.15,2.917,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.8558685,8.724,FALSE
2404,14,29/10/2010,61.3,2.921,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.9011166,8.724,FALSE
2405,14,05/11/2010,45.65,2.917,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.9463648,8.724,FALSE
2406,14,12/11/2010,46.14,2.931,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.9916129,8.724,FALSE
2407,14,19/11/2010,50.02,3,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.8989385,8.724,FALSE
2408,14,26/11/2010,46.15,3.039,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.7832769,8.724,TRUE
2409,14,03/12/2010,40.93,3.046,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6676154,8.724,FALSE
2410,14,10/12/2010,30.54,3.109,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.5519538,8.724,FALSE
2411,14,17/12/2010,30.51,3.14,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.517732,8.724,FALSE
2412,14,24/12/2010,30.59,3.141,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.54459,8.724,FALSE
2413,14,31/12/2010,29.67,3.179,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.5714479,8.724,TRUE
2414,14,07/01/2011,34.32,3.193,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.5983058,8.549,FALSE
2415,14,14/01/2011,24.78,3.205,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.6585782,8.549,FALSE
2416,14,21/01/2011,30.55,3.229,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,182.9193368,8.549,FALSE
2417,14,28/01/2011,24.05,3.237,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,183.1800955,8.549,FALSE
2418,14,04/02/2011,28.73,3.231,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,183.4408542,8.549,FALSE
2419,14,11/02/2011,30.3,3.239,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,183.7016129,8.549,TRUE
2420,14,18/02/2011,40.7,3.245,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,183.9371353,8.549,FALSE
2421,14,25/02/2011,35.78,3.274,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,184.1625632,8.549,FALSE
2422,14,04/03/2011,38.65,3.433,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,184.3879911,8.549,FALSE
2423,14,11/03/2011,45.01,3.582,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,184.613419,8.549,FALSE
2424,14,18/03/2011,46.66,3.631,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,184.809719,8.549,FALSE
2425,14,25/03/2011,41.76,3.625,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,184.9943679,8.549,FALSE
2426,14,01/04/2011,37.27,3.638,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,185.1790167,8.521,FALSE
2427,14,08/04/2011,48.71,3.72,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,185.3636656,8.521,FALSE
2428,14,15/04/2011,53.69,3.821,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,185.5339821,8.521,FALSE
2429,14,22/04/2011,53.04,3.892,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,185.6684673,8.521,FALSE
2430,14,29/04/2011,66.18,3.962,7032.371785714286,3384.1765936323177,1760.1001799058954,3292.9358862586605,4132.216422222222,185.8029526,8.521,FALSE
